RTENAME,StateNm,RouteID,U_S_R_I,id,h01_0,h01_11,h01_12,h01_21,h01_22,h01_23,h01_24,h01_31,h01_41,h01_42,h01_43,h01_52,h01_71,h01_81,h01_82,h01_90,h01_95
SCOTTSMOOR,25,025,25_025,849,0,22993,0,8328,4890,995,146,38,5,3047,241,452,558,2814,756,9022,1524
SCOTTSMOOR,25,025,25_025,850,0,16429,0,12147,1853,259,21,103,3,3622,48,312,260,7435,1630,9237,2470
POLK CITY,25,022,25_022,851,0,1451,0,6807,2279,1038,409,228,14,1211,181,1304,1009,19633,1137,16492,2632
POLK CITY,25,022,25_022,852,0,2691,0,22533,8909,2889,639,117,3,1587,228,546,693,5384,117,8381,1101
POLK CITY,25,022,25_022,853,0,294,0,19596,5417,2272,193,44,48,3961,190,1208,972,6367,252,14569,453
POLK CITY,25,022,25_022,854,0,207,0,11047,1367,888,78,3,160,5123,335,772,249,14407,33,20674,491
POLK CITY,25,022,25_022,855,0,29,0,1226,138,10,1,0,150,7439,534,840,67,19488,86,25183,628
ARBUCKLE,25,073,25_073,856,0,10551,0,4755,1250,48,0,18,616,6884,2664,4817,474,3526,5571,13958,703
ARBUCKLE,25,073,25_073,857,0,13085,0,414,247,19,0,22,188,5225,1267,9374,819,2223,747,20729,1468
ARBUCKLE,25,073,25_073,858,0,513,0,5441,918,90,17,88,9,878,228,1679,488,21693,6454,16245,1084
ARBUCKLE,25,073,25_073,859,0,7652,0,6292,4023,1284,412,167,3,349,46,368,649,5491,26595,2074,416
ARBUCKLE,25,073,25_073,860,0,7636,0,9426,5790,2066,413,59,30,1490,889,3011,976,454,17230,5766,585
VERO BEACH,25,175,25_175,861,0,45315,0,2061,1461,706,97,362,5,10,36,16,1220,24,14,3086,1418
VERO BEACH,25,175,25_175,862,0,33202,0,5906,4383,2014,162,447,5,91,149,173,351,96,250,6877,1724
VERO BEACH,25,175,25_175,863,0,33170,0,5526,5384,2413,423,441,5,61,17,49,386,8,547,6038,1359
VERO BEACH,25,175,25_175,864,0,39120,0,3679,5929,2199,289,454,5,37,19,0,21,0,2,3400,669
VERO BEACH,25,175,25_175,865,0,41707,0,1091,1131,588,90,410,2,20,60,15,39,40,22,7421,3194
FT LONESOME,25,027,25_027,866,0,106,0,1099,213,10,0,48,1,1319,635,1100,186,27414,5986,17128,576
FT LONESOME,25,027,25_027,867,0,623,0,938,391,23,0,173,28,2333,862,1805,592,27953,4901,14216,994
FT LONESOME,25,027,25_027,868,0,5423,0,543,132,8,0,3047,874,1705,841,4808,1318,20586,2221,11985,2338
FT LONESOME,25,027,25_027,869,0,1107,0,779,563,115,5,2531,1093,2593,803,1457,892,18367,6634,15553,3343
FT LONESOME,25,027,25_027,870,0,8053,0,428,517,49,11,11192,12,260,31,449,3130,15041,3264,9730,3671
CHILDS,25,024,25_024,871,0,641,0,1611,193,22,3,355,29,1060,154,1228,496,30170,2369,15476,2018
CHILDS,25,024,25_024,872,0,344,0,1257,1534,112,16,1029,17,2372,828,7363,1367,12898,19388,5523,1770
CHILDS,25,024,25_024,873,0,8616,0,2776,2093,488,125,740,188,5704,1518,6017,914,1628,20627,4022,367
CHILDS,25,024,25_024,874,0,16452,0,7985,5470,1985,562,67,20,2689,541,2353,831,1394,11827,3169,470
CHILDS,25,024,25_024,875,0,20644,0,7195,4487,1350,331,40,1,209,72,411,581,1777,14340,3787,596
INDIANTOWN,25,031,25_031,876,0,1164,0,303,139,5,0,1,0,633,91,14,53,4348,13251,20498,15322
INDIANTOWN,25,031,25_031,877,0,855,0,2899,2611,998,188,103,8,566,354,155,400,5617,30506,9199,1354
INDIANTOWN,25,031,25_031,878,0,10720,0,271,277,4,0,122,7,520,111,265,2745,4494,16906,17787,1596
INDIANTOWN,25,031,25_031,879,0,29803,0,328,319,42,2,58,47,137,121,179,1496,48,20056,1707,1478
INDIANTOWN,25,031,25_031,880,0,21671,0,332,176,17,0,0,1,799,13,169,620,12853,8699,7743,2727
DUPUIS W.E.A,25,919,25_919,881,0,536,0,0,22,0,0,12,0,653,41,208,534,1569,14453,34048,3743
DUPUIS W.E.A,25,919,25_919,882,0,251,0,0,9,0,0,0,0,1679,283,49,260,186,12809,35094,5202
DUPUIS W.E.A,25,919,25_919,883,0,42,0,0,45,0,0,0,0,2718,478,14,182,192,2528,41822,7814
DUPUIS W.E.A,25,919,25_919,884,0,46,0,15,195,2,0,0,0,2814,450,111,587,154,13318,32506,5634
DUPUIS W.E.A,25,919,25_919,885,0,1417,0,280,441,5,0,57,7,628,98,260,1888,4941,26479,17815,1499
DEVILS GARDN,25,081,25_081,886,0,10,0,561,181,4,0,55,89,691,360,1286,300,17634,11807,16013,6834
DEVILS GARDN,25,081,25_081,887,0,12,0,330,185,1,0,0,799,9130,1176,901,195,2076,35,15089,25892
DEVILS GARDN,25,081,25_081,888,0,2,0,595,317,1,0,3,68,2772,758,1509,139,20888,6838,11227,10707
DEVILS GARDN,25,081,25_081,889,0,6,0,633,174,0,0,0,17,4076,574,1226,318,28509,108,10689,9505
DEVILS GARDN,25,081,25_081,890,0,68,0,2083,578,3,0,0,0,5307,715,646,592,22521,307,15705,7307
HOLEY LAND,25,912,25_912,891,0,59,0,0,0,0,0,0,0,0,0,0,525,0,4368,6351,44529
HOLEY LAND,25,912,25_912,892,0,48,0,0,45,3,0,0,0,0,0,0,460,0,173,13445,41660
HOLEY LAND,25,912,25_912,893,0,249,0,0,174,1,0,0,0,0,0,0,346,0,0,5935,49127
HOLEY LAND,25,912,25_912,894,0,1147,0,0,87,1,0,243,0,22,0,0,305,0,423,5786,47806
HOLEY LAND,25,912,25_912,895,0,1542,0,88,271,43,5,60,0,0,0,0,70,0,1442,3408,48895
FLAMINGO,25,135,25_135,896,0,60,0,350,1,0,0,0,0,28,10,0,0,0,0,6256,49120
FLAMINGO,25,135,25_135,897,0,516,0,600,27,0,0,0,0,402,0,1,0,0,0,1711,52569
FLAMINGO,25,135,25_135,898,0,2858,0,376,0,0,0,0,0,0,0,0,1,0,0,19661,32927
FLAMINGO,25,135,25_135,899,0,5653,0,375,1,0,0,1,0,0,0,0,55,0,0,40312,9424
FLAMINGO,25,135,25_135,900,0,21641,0,621,298,135,17,0,0,61,0,10,54,0,0,28786,4196
MOUNTAIN CTY,27,041,27_041,901,0,84,0,5442,1211,594,324,283,15729,2529,17765,174,329,9940,1264,133,36
MOUNTAIN CTY,27,041,27_041,902,0,22,0,2188,64,3,1,9,31819,1092,19071,118,106,1269,0,56,0
MOUNTAIN CTY,27,041,27_041,903,0,37,0,2146,49,5,0,0,29008,1917,21154,353,247,912,4,11,0
MOUNTAIN CTY,27,041,27_041,904,0,31,0,3634,157,8,11,34,25387,2863,20064,85,461,3028,4,37,20
MOUNTAIN CTY,27,041,27_041,905,0,75,0,5712,397,56,16,44,19546,2562,21978,372,308,4555,151,28,31
BAXTER,27,040,27_040,906,0,0,0,1781,3,0,0,0,26163,5348,21993,260,81,181,0,0,6
BAXTER,27,040,27_040,907,0,36,0,5949,914,303,174,137,19031,2237,17494,259,729,8534,0,27,9
BAXTER,27,040,27_040,908,0,2554,0,8198,1936,620,223,479,18743,3002,10011,367,1778,7861,8,35,9
BAXTER,27,040,27_040,909,0,6980,0,5487,565,99,26,385,17929,4659,11625,697,2997,4331,22,0,37
BAXTER,27,040,27_040,910,0,8262,0,5002,357,42,3,456,21125,3829,10856,985,1387,3391,49,30,50
CARTERSVILLE,27,027,27_027,911,0,300,0,7446,3500,1348,127,84,21897,10262,3776,443,1385,5176,0,61,14
CARTERSVILLE,27,027,27_027,912,0,608,0,6203,2963,770,356,394,21878,7508,3654,504,1604,7720,1297,244,124
CARTERSVILLE,27,027,27_027,913,0,1102,0,10197,8442,4345,2464,631,10415,6260,3250,1225,2620,4143,494,141,90
CARTERSVILLE,27,027,27_027,914,0,1076,0,9681,4323,1831,711,508,19687,8366,4946,760,1687,2138,16,111,1
CARTERSVILLE,27,027,27_027,915,0,305,0,3742,1752,514,293,10,19272,12052,11731,695,743,4371,222,117,7
BOWDON,27,036,27_036,916,0,225,0,3744,2650,505,211,45,17071,8816,5184,2561,3574,9291,537,1293,129
BOWDON,27,036,27_036,917,0,314,0,3333,2115,576,368,76,23615,10799,3155,2233,3088,4656,0,1486,7
BOWDON,27,036,27_036,918,0,207,0,2273,1581,148,49,22,23323,14607,1923,1379,2478,7818,0,12,0
BOWDON,27,036,27_036,919,0,472,0,2050,664,86,18,19,21743,12264,2343,1869,1587,12599,0,114,7
BOWDON,27,036,27_036,920,0,383,0,3126,1763,472,263,88,14535,6618,3385,1567,2483,19865,0,1229,49
GROVETOWN,27,032,27_032,921,0,798,0,8166,6211,3324,452,1142,9528,12267,3729,731,2300,3077,304,3653,138
GROVETOWN,27,032,27_032,922,0,919,0,4960,3500,1623,79,439,9967,17813,3985,1667,2855,3214,189,4447,163
GROVETOWN,27,032,27_032,923,0,1697,0,1368,160,8,0,19,8171,29798,3766,2227,3282,2015,2,3276,37
GROVETOWN,27,032,27_032,924,0,506,0,1977,526,129,24,27,12835,22690,5534,1452,2132,4534,1,3460,2
GROVETOWN,27,032,27_032,925,0,331,0,1811,251,3,0,22,12381,27097,5218,1702,1484,4625,0,900,2
SILOAM,27,031,27_031,926,0,225,0,1829,264,75,20,342,13733,19971,7324,974,3147,7099,0,810,6
SILOAM,27,031,27_031,927,0,12157,0,5178,1563,758,203,248,9318,11894,6050,536,2020,5241,4,598,50
SILOAM,27,031,27_031,928,0,8389,0,7208,1703,640,119,123,7341,17893,5775,1090,2181,2790,0,521,47
SILOAM,27,031,27_031,929,0,1706,0,3047,521,60,1,295,7226,22441,4860,1963,6543,5449,1,1645,73
SILOAM,27,031,27_031,930,0,449,0,1955,434,31,0,410,8506,19691,5702,3107,5335,7780,0,2396,21
JULIETTE,27,046,27_046,931,0,374,0,2648,347,13,0,300,20499,14209,4149,1791,2741,7196,0,1528,33
JULIETTE,27,046,27_046,932,0,265,0,3671,286,14,0,39,20598,13736,7305,3991,2318,3176,0,381,32
JULIETTE,27,046,27_046,933,0,296,0,3795,580,57,0,22,23318,10968,6134,1994,2234,5309,0,1096,15
JULIETTE,27,046,27_046,934,0,169,0,2253,192,42,11,201,18077,20336,5239,981,2968,4600,0,746,5
JULIETTE,27,046,27_046,935,0,3579,0,2100,252,16,1,706,15522,19171,4984,1226,3615,2607,69,1870,99
DEEPSTEP,27,048,27_048,936,0,1335,0,1425,193,97,104,971,7379,20843,5128,2421,4088,2156,676,8770,238
DEEPSTEP,27,048,27_048,937,0,2287,0,1356,414,150,136,3039,7579,13874,5097,1462,3685,2094,1392,12471,800
DEEPSTEP,27,048,27_048,938,0,1427,0,1229,547,181,60,3723,5084,12290,5145,1856,5958,1646,1942,13758,974
DEEPSTEP,27,048,27_048,939,0,161,0,1454,123,44,76,64,8084,13528,7142,4905,5584,2344,579,10188,1553
DEEPSTEP,27,048,27_048,940,0,132,0,1862,142,46,76,79,7302,22037,4793,2526,4660,2644,257,7558,1699
WADLEY,27,051,27_051,941,0,445,0,2113,333,12,2,18,5689,15477,3965,1195,5176,2936,12050,6164,257
WADLEY,27,051,27_051,942,0,492,0,2220,182,6,0,6,5580,13474,3202,1107,5739,2970,15053,5487,302
WADLEY,27,051,27_051,943,0,347,0,1376,46,0,0,9,3461,10321,5591,907,5734,1428,9881,15857,863
WADLEY,27,051,27_051,944,0,339,0,2187,513,56,5,32,2117,8427,3817,877,2450,3244,19680,11826,266
WADLEY,27,051,27_051,945,0,438,0,4475,1836,503,152,44,2303,6894,2697,1464,1524,3333,17662,11783,715
WRIGHTSVILLE,27,013,27_013,946,0,450,0,2300,190,7,0,0,1790,17750,2680,4214,6529,2263,7009,10313,323
WRIGHTSVILLE,27,013,27_013,947,0,698,0,2154,265,6,1,5,1341,23565,2227,3005,8477,1679,4830,7175,386
WRIGHTSVILLE,27,013,27_013,948,0,443,0,2623,229,3,0,2,2297,24694,2976,3496,5528,2282,4336,6707,218
WRIGHTSVILLE,27,013,27_013,949,0,509,0,2520,233,10,0,0,3328,11663,3039,4098,4139,4486,11626,9778,396
WRIGHTSVILLE,27,013,27_013,950,0,372,0,3888,1568,609,221,8,2670,16349,2605,740,3503,2643,7075,13068,511
RENTZ,27,050,27_050,951,0,148,0,1459,184,1,0,1,237,21866,522,6539,6693,568,6579,10302,719
RENTZ,27,050,27_050,952,0,106,0,2489,195,0,0,4,282,21175,599,5696,4698,691,7431,11988,468
RENTZ,27,050,27_050,953,0,240,0,2132,188,3,0,8,1070,23948,947,1330,3238,1160,10238,11111,206
RENTZ,27,050,27_050,954,0,101,0,2675,402,50,2,21,1209,25779,1504,2138,6570,433,5427,9351,166
RENTZ,27,050,27_050,955,0,272,0,2765,565,25,5,13,890,16799,1600,1279,3216,1578,9647,16646,515
LACROSS,27,033,27_033,956,0,47,0,1909,124,2,0,0,2178,12441,6398,9270,3659,476,16069,3221,32
LACROSS,27,033,27_033,957,0,53,0,1898,323,68,92,21,2599,10278,6931,984,2162,315,21013,9021,60
LACROSS,27,033,27_033,958,0,272,0,6362,6145,2448,1387,13,2129,9152,6828,691,1153,340,10359,8432,112
LACROSS,27,033,27_033,959,0,776,0,5373,2311,1028,566,24,2539,12192,6502,503,1315,947,19175,2353,217
LACROSS,27,033,27_033,960,0,281,0,1768,353,99,3,17,5043,15206,8322,1675,2625,1004,17619,1787,26
CUTHBERT,27,010,27_010,961,0,229,0,2415,1137,214,67,27,1372,6942,4517,267,978,132,26436,10845,241
CUTHBERT,27,010,27_010,962,0,416,0,1632,147,4,0,1,2677,5981,2907,341,801,29,24131,15932,833
CUTHBERT,27,010,27_010,963,0,653,0,2836,594,182,21,27,1438,10483,3736,377,1136,647,23707,9482,504
CUTHBERT,27,010,27_010,964,0,390,0,1975,71,8,0,14,1507,15612,4816,1545,3067,715,17518,8326,260
CUTHBERT,27,010,27_010,965,0,444,0,1639,53,2,0,2,3901,12125,5693,1597,2281,240,23436,4316,91
NEWTON,27,021,27_021,966,0,243,0,1525,807,70,19,30,323,11039,691,529,1473,103,34986,2980,1002
NEWTON,27,021,27_021,967,0,304,0,1677,320,40,13,21,671,10234,642,1008,2241,141,29552,6783,2175
NEWTON,27,021,27_021,968,0,865,0,1634,233,55,0,0,1546,10604,1213,1217,2915,540,22887,11184,931
NEWTON,27,021,27_021,969,0,302,0,1327,24,0,0,3,1089,15542,1976,491,1937,199,4497,26899,1535
NEWTON,27,021,27_021,970,0,93,0,791,103,8,0,14,1822,7795,3064,788,1940,63,11066,27452,822
HARRIETTS BL,27,001,27_001,971,0,1179,0,1377,85,21,2,446,1475,21996,32,1420,2858,76,3,24336,515
HARRIETTS BL,27,001,27_001,972,0,466,0,1415,91,3,0,4,698,23782,0,4488,2143,91,0,22368,274
HARRIETTS BL,27,001,27_001,973,0,136,0,1748,198,16,5,20,1030,25866,1,1648,1150,15,0,23659,334
HARRIETTS BL,27,001,27_001,974,0,1162,0,2694,1228,464,115,69,1469,23137,56,1146,2166,154,3,17793,4183
HARRIETTS BL,27,001,27_001,975,0,5601,0,2276,755,77,2,51,118,15485,11,838,2021,225,0,14528,13849
BOSTON,27,057,27_057,976,0,451,0,1659,86,1,0,18,617,26538,2948,3185,1963,368,7557,10080,367
BOSTON,27,057,27_057,977,0,388,0,3349,774,138,15,23,394,12722,1663,1294,1195,1267,20959,10906,730
BOSTON,27,057,27_057,978,0,744,0,2073,260,33,5,14,319,15207,1653,1681,1263,28,22751,9124,683
BOSTON,27,057,27_057,979,0,369,0,2036,644,35,0,19,66,6741,1557,236,261,704,34847,8001,305
BOSTON,27,057,27_057,980,0,340,0,1608,656,56,0,12,112,8809,792,400,802,105,32073,9735,320
NAPLES,33,001,33_001,981,0,10,0,1385,1069,75,0,0,1189,31356,31,10235,2499,357,4059,1978,1575
NAPLES,33,001,33_001,982,0,70,0,680,273,10,0,0,1359,27739,52,7647,1452,145,10972,1434,3981
NAPLES,33,001,33_001,983,0,2464,0,446,174,10,0,125,609,18158,28,8710,2067,0,17025,1600,4419
NAPLES,33,001,33_001,984,0,2658,0,459,225,9,0,65,712,24311,70,7150,1121,315,14981,1273,2466
NAPLES,33,001,33_001,985,0,3558,0,383,247,13,0,41,90,26544,113,4055,995,50,16017,1187,2526
AVERY,33,003,33_003,986,0,292,0,968,246,62,0,10,32,42922,120,9601,1552,0,1,10,6
AVERY,33,003,33_003,987,0,0,0,51,24,0,0,0,8,41868,0,12064,1800,0,0,0,0
AVERY,33,003,33_003,988,0,4,0,0,0,0,0,14,7,46580,0,5391,3592,0,0,207,40
AVERY,33,003,33_003,989,0,0,0,0,0,0,0,0,1,49726,0,5023,933,0,0,129,16
AVERY,33,003,33_003,990,0,0,0,0,0,0,0,0,0,53762,0,2056,20,0,0,0,0
BAKER,33,010,33_010,991,0,0,0,15,8,0,0,0,0,2706,0,23581,29355,74,0,70,12
BAKER,33,010,33_010,992,0,7,0,448,477,60,15,0,0,91,0,23892,18309,10874,533,217,899
BAKER,33,010,33_010,993,0,3,0,529,500,41,8,0,0,189,3,30080,2157,19308,606,257,2159
BAKER,33,010,33_010,994,0,20,0,1343,664,11,0,0,6,105,8,28069,2775,19914,1506,108,1291
BAKER,33,010,33_010,995,0,17,0,1039,613,19,1,12,0,14,0,29942,2628,18677,1789,371,711
CAPE HORN,33,012,33_012,996,0,224,0,0,0,0,0,0,3,14043,0,6684,33807,0,0,406,671
CAPE HORN,33,012,33_012,997,0,164,0,325,321,21,0,0,0,25817,0,6354,16081,0,0,687,6047
CAPE HORN,33,012,33_012,998,0,5,0,269,285,17,0,0,0,32088,0,8819,7609,0,0,384,6362
CAPE HORN,33,012,33_012,999,0,5,0,374,302,22,0,6,0,26087,0,6789,13439,161,0,795,7846
CAPE HORN,33,012,33_012,1000,0,834,0,351,242,1,0,13,0,33896,0,9259,3074,246,0,1148,6759
LEADORE,33,014,33_014,1001,0,1,0,616,518,128,0,45,0,97,0,23143,17899,9826,1717,197,1652
LEADORE,33,014,33_014,1002,0,0,0,531,312,34,0,39,0,1205,0,17469,19774,11469,2131,194,2670
LEADORE,33,014,33_014,1003,0,0,0,876,637,186,36,0,0,347,0,19102,19504,5508,8317,47,1278
LEADORE,33,014,33_014,1004,0,0,0,140,179,83,7,0,0,12833,0,30570,12008,0,0,0,0
LEADORE,33,014,33_014,1005,0,2,0,165,243,139,2,9,0,4927,0,30602,19731,0,0,0,0
BLACKS CREEK,33,017,33_017,1006,0,199,0,730,250,87,4,80,0,0,0,6012,47564,1,502,27,376
BLACKS CREEK,33,017,33_017,1007,0,253,0,1421,417,130,6,2,0,0,0,6593,45704,239,1043,0,17
BLACKS CREEK,33,017,33_017,1008,0,36,0,4122,1191,285,36,9,0,0,0,5589,28431,779,15335,0,5
BLACKS CREEK,33,017,33_017,1009,0,93,0,4197,1476,230,20,18,0,0,0,1923,8226,5381,34231,12,16
BLACKS CREEK,33,017,33_017,1010,0,272,0,1128,167,34,1,40,0,0,0,1092,31912,1367,19809,0,0
CRATERS,33,020,33_020,1011,0,4,0,55,876,190,28,7351,88,1967,79,44544,254,70,282,5,31
CRATERS,33,020,33_020,1012,0,0,0,59,264,2,0,82,8,75,0,51979,1570,121,1643,22,9
CRATERS,33,020,33_020,1013,0,2,0,301,95,0,0,2,0,0,0,46927,1885,0,6574,5,48
CRATERS,33,020,33_020,1014,0,15,0,835,208,30,0,1,0,0,0,30809,703,9,23212,0,0
CRATERS,33,020,33_020,1015,0,83,0,1293,993,261,7,4,0,21,0,17326,247,2341,33124,51,64
RIRIE,33,022,33_022,1016,0,2278,0,590,81,5,1,0,0,53,0,7948,5304,2,39155,382,31
RIRIE,33,022,33_022,1017,0,39,0,1523,794,165,10,1,0,0,0,1085,980,9,50233,937,47
RIRIE,33,022,33_022,1018,0,3,0,1704,312,9,0,1,0,0,0,149,173,0,53347,137,0
RIRIE,33,022,33_022,1019,0,1,0,2554,811,30,1,0,0,0,0,3,46,0,52309,69,0
RIRIE,33,022,33_022,1020,0,0,0,3926,2581,435,24,0,0,0,0,2,49,2,48799,0,0
MAGIC MTN,33,025,33_025,1021,0,1,0,312,81,5,0,0,0,24,0,42754,12266,0,0,361,30
MAGIC MTN,33,025,33_025,1022,0,0,0,393,59,1,0,0,686,1490,23,52716,67,17,0,381,0
MAGIC MTN,33,025,33_025,1023,0,0,0,693,219,27,1,0,2923,5924,8,45821,180,0,0,10,10
MAGIC MTN,33,025,33_025,1024,0,11,0,298,63,4,0,0,1686,1738,0,51747,10,0,0,64,212
MAGIC MTN,33,025,33_025,1025,0,14,0,0,0,0,0,0,92,392,0,54679,50,0,0,269,336
POCATELLO,33,027,33_027,1026,0,0,0,4639,7491,11903,1664,0,0,79,0,24562,4185,177,833,293,2
POCATELLO,33,027,33_027,1027,0,46,0,10197,8669,7746,943,0,0,0,0,3418,456,57,23977,301,15
POCATELLO,33,027,33_027,1028,0,4,0,4104,2211,211,13,4,0,0,0,4280,445,5,42126,2345,86
POCATELLO,33,027,33_027,1029,0,167,0,8863,7307,6424,663,1,0,0,0,10394,1549,235,20231,0,0
POCATELLO,33,027,33_027,1030,0,0,0,5346,7479,6156,418,23,9,1062,0,32113,1131,606,1470,15,0
COOLIN,33,029,33_029,1031,0,771,0,229,223,20,0,106,27,34578,0,12376,5693,0,0,1434,384
COOLIN,33,029,33_029,1032,0,673,0,0,0,0,0,0,21,41952,2,5288,3241,0,0,3471,1177
COOLIN,33,029,33_029,1033,0,950,0,0,0,0,0,5,13,37342,0,7456,4180,961,228,2791,1897
COOLIN,33,029,33_029,1034,0,496,0,230,165,1,0,0,57,37042,0,7346,4636,249,0,3127,2476
COOLIN,33,029,33_029,1035,0,3845,0,1135,1794,562,70,3,103,32525,12,6593,5517,1049,72,996,1550
CABARTON,33,111,33_111,1036,0,1016,0,645,166,0,0,6,238,20139,228,10287,5940,2122,210,13430,1411
CABARTON,33,111,33_111,1037,0,13707,0,894,523,25,1,0,165,29502,358,6931,962,152,0,2470,128
CABARTON,33,111,33_111,1038,0,24891,0,259,49,0,0,0,187,24370,453,4463,497,110,3,422,126
CABARTON,33,111,33_111,1039,0,21128,0,803,54,0,0,0,102,19037,111,8653,3599,65,3,1848,437
CABARTON,33,111,33_111,1040,0,13708,0,1594,663,29,3,0,105,23872,97,9537,1816,326,12,3767,287
PASADENA VAL,33,124,33_124,1041,0,10,0,1096,124,19,1,0,0,0,0,9257,20701,231,24394,0,0
PASADENA VAL,33,124,33_124,1042,0,871,0,900,221,223,35,0,0,0,0,13298,24025,336,15913,2,0
PASADENA VAL,33,124,33_124,1043,0,537,0,1658,1199,731,67,0,0,0,0,13431,14437,2436,21328,1,0
PASADENA VAL,33,124,33_124,1044,0,2108,0,1786,1296,588,72,0,0,3,0,13414,20894,2143,13479,26,22
PASADENA VAL,33,124,33_124,1045,0,1838,0,1221,1685,691,115,3,0,4,0,8114,34891,2265,4947,20,34
BLACKFT RES,33,128,33_128,1046,0,5015,0,436,10,0,0,1,1253,1857,43,30877,2103,17,13466,112,626
BLACKFT RES,33,128,33_128,1047,0,6752,0,722,5,0,0,4,619,1055,25,19898,663,39,24648,202,1186
BLACKFT RES,33,128,33_128,1048,0,249,0,1260,62,3,0,0,898,2039,18,15585,304,11,35271,11,110
BLACKFT RES,33,128,33_128,1049,0,185,0,1148,65,0,0,0,218,2194,0,16011,525,0,25277,429,9761
BLACKFT RES,33,128,33_128,1050,0,1599,0,3187,3452,2704,565,163,141,1655,32,21342,2350,18,15537,568,2508
BURGDORF,33,208,33_208,1051,0,22,0,0,0,0,0,2751,0,40904,0,8037,1726,0,0,2299,89
BURGDORF,33,208,33_208,1052,0,24,0,0,0,0,0,0,0,32595,0,12345,8327,0,0,2512,14
BURGDORF,33,208,33_208,1053,0,269,0,0,0,0,0,0,0,8004,0,9668,36106,0,0,1766,5
BURGDORF,33,208,33_208,1054,0,134,0,0,0,0,0,0,0,5598,0,7095,42269,0,403,255,68
BURGDORF,33,208,33_208,1055,0,29,0,0,0,0,0,30,0,16248,0,5136,34157,0,52,146,24
CRANE CREEK,33,211,33_211,1056,0,0,0,947,136,61,0,0,0,0,0,26420,28254,0,0,0,0
CRANE CREEK,33,211,33_211,1057,0,95,0,378,134,46,0,0,0,0,0,25430,27953,330,1340,27,95
CRANE CREEK,33,211,33_211,1058,0,5717,0,0,0,0,0,0,0,0,0,20745,25684,101,2785,68,718
CRANE CREEK,33,211,33_211,1059,0,1183,0,0,0,0,0,0,0,0,0,21308,24567,1125,6696,101,854
CRANE CREEK,33,211,33_211,1060,0,161,0,1,0,0,0,0,0,0,0,21452,30563,23,3615,0,10
YELLOW PINE,33,212,33_212,1061,0,22,0,323,52,1,0,0,1,29268,0,6031,20111,0,0,14,0
YELLOW PINE,33,212,33_212,1062,0,56,0,320,10,0,0,0,3,25839,2,9194,20344,0,0,55,0
YELLOW PINE,33,212,33_212,1063,0,1,0,333,11,1,0,0,2,38539,0,12653,4274,0,0,6,5
YELLOW PINE,33,212,33_212,1064,0,0,0,367,25,0,0,0,12,39466,0,9570,6162,0,0,177,35
YELLOW PINE,33,212,33_212,1065,0,0,0,374,26,0,0,34,0,16589,0,17343,20863,0,0,245,345
IRON SPRINGS,33,214,33_214,1066,0,0,0,0,0,0,0,0,0,99,0,54707,115,0,0,6,911
IRON SPRINGS,33,214,33_214,1067,0,377,0,321,44,6,0,0,0,718,0,51335,2427,49,0,175,373
IRON SPRINGS,33,214,33_214,1068,0,340,0,300,99,116,0,0,0,2907,0,50067,1862,0,0,1,121
IRON SPRINGS,33,214,33_214,1069,0,0,0,267,289,133,3,0,0,758,0,49862,1689,383,476,65,1910
IRON SPRINGS,33,214,33_214,1070,0,0,0,608,491,67,0,0,0,443,0,41069,2288,2244,8319,29,280
FEATHERVILLE,33,218,33_218,1071,0,8876,0,0,0,0,0,72,0,4582,0,6057,35896,0,0,325,19
FEATHERVILLE,33,218,33_218,1072,0,2285,0,0,0,0,0,26,0,10320,0,13967,28403,44,33,268,476
FEATHERVILLE,33,218,33_218,1073,0,129,0,0,0,0,0,0,0,24946,0,10494,18790,145,48,934,335
FEATHERVILLE,33,218,33_218,1074,0,116,0,0,0,0,0,24,1,27130,0,11209,15438,122,51,1685,53
FEATHERVILLE,33,218,33_218,1075,0,0,0,0,0,0,0,24,1,24662,0,4128,26994,0,0,7,2
PICABO,33,219,33_219,1076,0,20,0,930,862,155,1,1,0,420,0,15160,3309,829,33925,71,141
PICABO,33,219,33_219,1077,0,141,0,582,799,97,0,0,0,602,0,20933,2019,2794,21307,2568,3993
PICABO,33,219,33_219,1078,0,239,0,956,952,84,5,1,0,368,0,25172,3746,4456,16691,2436,719
PICABO,33,219,33_219,1079,0,62,0,440,789,62,6,0,0,453,0,21326,17033,3177,10790,1478,213
PICABO,33,219,33_219,1080,0,39,0,701,687,129,0,1,0,35,0,13397,29381,882,10077,288,207
CAREY,33,220,33_220,1081,0,0,0,362,426,73,2,1291,0,7,0,37932,1387,402,13619,138,193
CAREY,33,220,33_220,1082,0,0,0,2,5,3,0,1977,0,0,0,53689,149,0,0,0,0
CAREY,33,220,33_220,1083,0,0,0,0,0,0,0,546,0,0,0,54420,872,0,0,0,0
CAREY,33,220,33_220,1084,0,0,0,0,0,0,0,32,0,0,0,48931,6872,0,0,0,0
CAREY,33,220,33_220,1085,0,0,0,0,0,0,0,0,0,0,0,33940,21795,0,0,105,0
MUD LAKE,33,221,33_221,1086,0,1,0,1112,1093,201,40,0,0,0,0,876,3603,29,48871,0,0
MUD LAKE,33,221,33_221,1087,0,23,0,1285,1039,70,6,149,0,0,0,10250,309,66,42643,0,0
MUD LAKE,33,221,33_221,1088,0,0,0,1535,872,50,0,507,0,0,0,4563,189,28,48085,6,0
